0	1676	1
0	260	1
0	5	1
0	12556	0
0	6895	0
0	8214	0
1	1698	1
1	213	1
1	3295	1
1	14347	0
1	14840	0
1	6524	0
2	140	1
2	2588	1
2	12398	0
2	5790	0
3	2850	1
3	12126	0
4	673	1
4	2529	1
4	5	1
4	1489	1
4	539	1
4	3601	0
4	9784	0
4	14069	0
4	8411	0
4	10111	0
5	496	1
5	10070	0
6	8	1
6	13669	0
7	5481	1
7	2587	0
8	1377	1
8	5	1
8	4985	0
8	9954	0
9	643	1
9	12238	0
10	1460	1
10	239	0
11	4978	1
11	5186	0
12	2898	1
12	548	1
12	533	1
12	11666	0
12	10918	0
12	3245	0
13	867	1
13	9610	0
14	681	1
14	1263	0
15	91	1
15	5455	0
16	330	1
16	10150	0
17	103	1
17	13015	0
18	288	1
18	702	1
18	4646	0
18	2559	0
19	1374	1
19	3207	0
20	793	1
20	9768	0
21	196	1
21	669	0
22	998	1
22	11721	0
23	8	1
23	9864	0
24	3523	1
24	4805	1
24	326	1
24	3016	1
24	3090	1
24	6597	0
24	10993	0
24	7351	0
24	6765	0
24	3390	0
25	5	1
25	2675	0
26	103	1
26	9308	0
27	2565	1
27	11741	0
28	5	1
28	11539	0
29	5305	1
29	1570	1
29	2735	0
29	12286	0
30	265	1
30	8088	0
31	1849	1
31	5723	0
32	490	1
32	2580	1
32	349	1
32	7293	0
32	12306	0
32	5122	0
33	4	1
33	3050	0
34	363	1
34	6	1
34	8463	0
34	7710	0
35	5	1
35	7	1
35	4854	0
35	2320	0
36	8	1
36	1046	1
36	9786	0
36	5862	0
37	10	1
37	11	1
37	13985	0
37	8622	0
38	1027	1
38	8	1
38	15	1
38	81	1
38	505	1
38	90	1
38	3062	0
38	6102	0
38	12585	0
38	7911	0
38	4747	0
38	13911	0
39	5	1
39	12153	0
40	36	1
40	9577	0
41	1058	1
41	11741	0
42	5	1
42	2255	0
43	53	1
43	6910	0
44	62	1
44	9237	0
45	64	1
45	65	1
45	63	1
45	14944	0
45	13894	0
45	5780	0
46	73	1
46	9327	0
47	8	1
47	77	1
47	13411	0
47	14217	0
48	81	1
48	121	1
48	11994	0
48	1582	0
49	65	1
49	7	1
49	12182	0
49	14430	0
50	5	1
50	2437	0
51	1066	1
51	5	1
51	5581	0
51	4607	0
52	5	1
52	10505	0
53	24	1
53	12211	0
54	103	1
54	4065	0
55	110	1
55	4517	0
56	8	1
56	5181	0
57	112	1
57	14357	0
58	114	1
58	1252	0
59	117	1
59	11069	0
60	356	1
60	8	1
60	1071	1
60	702	1
60	95	1
60	1459	0
60	1146	0
60	5700	0
60	10876	0
60	1996	0
61	888	1
61	673	1
61	2244	1
61	5	1
61	4422	0
61	13075	0
61	13048	0
61	4738	0
62	120	1
62	7476	0
63	121	1
63	356	0
64	5	1
64	662	1
64	6912	0
64	14750	0
65	126	1
65	11783	0
66	5	1
66	6060	0
67	5	1
67	2753	0
68	149	1
68	6226	0
69	151	1
69	10972	0
70	1093	1
70	6949	1
70	157	1
70	5138	0
70	13723	0
70	14737	0
71	1101	1
71	244	1
71	283	1
71	284	1
71	285	1
71	13969	0
71	10480	0
71	7655	0
71	13876	0
71	14170	0
72	163	1
72	12078	0
73	164	1
73	8123	0
74	167	1
74	169	1
74	1108	1
74	1109	1
74	1110	1
74	14725	0
74	14562	0
74	1590	0
74	3941	0
74	5087	0
75	172	1
75	6363	0
76	389	1
76	175	1
76	177	1
76	178	1
76	180	1
76	120	1
76	3547	0
76	3320	0
76	1348	0
76	5901	0
76	5340	0
76	13062	0
77	184	1
77	3891	0
78	3098	1
78	191	1
78	1541	0
78	14200	0
79	385	1
79	140	1
79	141	1
79	525	1
79	1821	1
79	1058	1
79	164	1
79	951	1
79	203	1
79	1623	1
79	601	1
79	226	1
79	1124	1
79	358	1
79	614	1
79	1128	1
79	1130	1
79	110	1
79	243	1
79	1141	1
79	245	1
79	11575	0
79	11297	0
79	1036	0
79	1437	0
79	4317	0
79	9373	0
79	7050	0
79	13640	0
79	5877	0
79	6321	0
79	1757	0
79	8741	0
79	5212	0
79	12510	0
79	11055	0
79	12366	0
79	2641	0
79	2418	0
79	9823	0
79	5056	0
79	13893	0
80	7	1
80	9201	0
81	103	1
81	6428	0
82	5	1
82	4862	0
83	209	1
83	5479	0
84	213	1
84	8537	0
85	163	1
85	13907	0
86	218	1
86	4425	0
87	64	1
87	18	1
87	2422	0
87	7337	0
88	3019	1
88	203	1
88	95	1
88	4041	0
88	1310	0
88	5285	0
89	5	1
89	2386	0
90	234	1
90	4010	0
91	236	1
91	6546	0
92	356	1
92	5	1
92	103	1
92	8	1
92	238	1
92	400	1
92	9412	0
92	14844	0
92	12067	0
92	4554	0
92	1514	0
92	3671	0
93	5	1
93	8824	0
94	242	1
94	12534	0
95	81	1
95	260	1
95	1167	1
95	4145	0
95	10239	0
95	8401	0
96	103	1
96	7012	0
97	65	1
97	265	1
97	266	1
97	267	1
97	268	1
97	1230	1
97	1235	1
97	13141	0
97	13165	0
97	5470	0
97	11576	0
97	7718	0
97	10861	0
97	12619	0
98	269	1
98	591	1
98	3476	0
98	3018	0
99	242	1
99	7454	0
100	226	1
100	1138	0
101	220	1
101	5	1
101	3780	0
101	2414	0
102	283	1
102	284	1
102	285	1
102	10007	0
102	12971	0
102	2577	0
103	288	1
103	12222	0
104	90	1
104	3910	0
105	310	1
105	2618	0
106	113	1
106	2566	1
106	313	1
106	7171	0
106	2195	0
106	6347	0
107	321	1
107	643	1
107	548	1
107	349	1
107	8909	0
107	7629	0
107	1849	0
107	12486	0
108	81	1
108	358	1
108	7025	0
108	10760	0
109	5103	1
109	362	0
110	329	1
110	73	1
110	5	1
110	326	1
110	1341	0
110	9319	0
110	8630	0
110	1693	0
111	7	1
111	10140	0
112	561	1
112	5	1
112	14676	0
112	10786	0
113	126	1
113	14958	0
114	5	1
114	1218	0
115	349	1
115	5020	0
116	351	1
116	6265	0
117	352	1
117	10610	0
118	5	1
118	13181	0
119	355	1
119	11385	0
120	356	1
120	5	1
120	11821	0
120	13489	0
121	1474	1
121	275	1
121	7845	0
121	13237	0
122	5	1
122	12745	0
123	231	1
123	3840	0
124	8	1
124	9807	0
125	126	1
125	12564	0
126	164	1
126	10066	0
127	139	1
127	1626	0
128	8	1
128	5549	0
129	376	1
129	375	1
129	14159	0
129	304	0
130	5	1
130	1040	0
131	5	1
131	6701	0
132	290	1
132	7055	0
133	385	1
133	310	1
133	12270	0
133	302	0
134	288	1
134	351	1
134	12353	0
134	3880	0
135	394	1
135	395	1
135	396	1
135	1621	1
135	5272	0
135	7216	0
135	12988	0
135	3506	0
136	400	1
136	9206	0
137	403	1
137	5	1
137	13366	0
137	7932	0
138	405	1
138	5923	0
139	5	1
139	8080	0
140	81	1
140	1266	1
140	1398	1
140	1270	1
140	10654	0
140	5668	0
140	8043	0
140	8323	0
141	5	1
141	12267	0
142	1272	1
142	1271	1
142	10946	0
142	9017	0
143	2162	1
143	4307	0
144	422	1
144	10287	0
145	429	1
145	7316	0
146	433	1
146	9081	0
147	434	1
147	268	1
147	4910	1
147	12318	0
147	1266	0
147	10864	0
148	121	1
148	13745	0
149	5	1
149	10936	0
150	440	1
150	584	0
151	73	1
151	231	1
151	6183	0
151	8597	0
152	5	1
152	9270	0
153	451	1
153	2757	0
154	5	1
154	11733	0
155	10	1
155	356	1
155	1046	1
155	998	1
155	120	0
155	9657	0
155	13402	0
155	8604	0
156	385	1
156	1282	1
156	5	1
156	1289	1
156	10	1
156	1294	1
156	400	1
156	1301	1
156	1302	1
156	24	1
156	288	1
156	689	1
156	451	1
156	204	1
156	464	1
156	465	1
156	81	1
156	90	1
156	95	1
156	740	1
156	103	1
156	750	1
156	242	1
156	888	1
156	9989	0
156	2696	0
156	2738	0
156	7533	0
156	12306	0
156	7507	0
156	281	0
156	2158	0
156	8200	0
156	14023	0
156	8526	0
156	8912	0
156	5826	0
156	14056	0
156	4870	0
156	3438	0
156	2891	0
156	5271	0
156	8841	0
156	1400	0
156	13907	0
156	3704	0
156	6926	0
156	5209	0
157	349	1
157	4636	0
158	470	1
158	14522	0
159	56	1
159	5048	0
160	283	1
160	284	1
160	285	1
160	422	1
160	11273	0
160	13372	0
160	5192	0
160	379	0
161	349	1
161	7396	0
162	482	1
162	14676	0
163	376	1
163	14155	0
164	1024	1
164	451	1
164	356	1
164	5	1
164	103	1
164	487	1
164	489	1
164	10	1
164	75	1
164	1323	1
164	681	1
164	5103	1
164	465	1
164	1332	1
164	437	1
164	3863	0
164	8761	0
164	14248	0
164	4302	0
164	7768	0
164	13758	0
164	1242	0
164	4507	0
164	10931	0
164	10078	0
164	6163	0
164	7656	0
164	9627	0
164	5524	0
164	9809	0
165	1061	1
165	103	1
165	745	1
165	10	1
165	490	1
165	491	1
165	269	1
165	275	1
165	1334	1
165	1335	1
165	1336	1
165	1110	1
165	4476	0
165	6546	0
165	888	0
165	11343	0
165	12545	0
165	3547	0
165	13566	0
165	2703	0
165	8069	0
165	13518	0
165	3254	0
165	5315	0
166	8	1
166	10	1
166	12	1
166	1061	1
166	437	1
166	438	1
166	191	1
166	1344	1
166	1345	1
166	451	1
166	1349	1
166	1351	1
166	1358	1
166	1230	1
166	464	1
166	81	1
166	1371	1
166	349	1
166	356	1
166	103	1
166	750	1
166	624	1
166	249	1
166	10986	0
166	7169	0
166	5613	0
166	4401	0
166	2142	0
166	10643	0
166	12987	0
166	8205	0
166	9373	0
166	9341	0
166	12373	0
166	430	0
166	12847	0
166	8227	0
166	6549	0
166	9883	0
166	3361	0
166	8162	0
166	9231	0
166	8571	0
166	9422	0
166	10478	0
166	5456	0
167	355	1
167	4462	0
168	510	1
168	14264	0
169	514	1
169	13860	0
170	519	1
170	5859	0
171	177	1
171	523	1
171	12919	0
171	12298	0
172	81	1
172	1899	0
173	454	1
173	10933	0
174	1108	1
174	12193	0
175	4	1
175	13076	0
176	529	1
176	531	1
176	6715	0
176	5147	0
177	535	1
177	10361	0
178	68	1
178	4635	0
179	539	1
179	6157	0
180	543	1
180	7598	0
181	969	1
181	4797	0
182	558	1
182	10186	0
183	103	1
183	10	1
183	431	1
183	1398	1
183	568	1
183	8605	0
183	4180	0
183	8197	0
183	8950	0
183	12512	0
184	385	1
184	1402	1
184	5	1
184	558	1
184	5119	0
184	2126	0
184	14120	0
184	9214	0
185	539	1
185	5441	0
186	385	1
186	262	1
186	7	1
186	10	1
186	1418	1
186	12	1
186	269	1
186	1423	1
186	275	1
186	405	1
186	1432	1
186	413	1
186	160	1
186	1061	1
186	422	1
186	1449	1
186	1451	1
186	172	1
186	431	1
186	690	1
186	72	1
186	845	1
186	81	1
186	594	1
186	467	1
186	95	1
186	351	1
186	355	1
186	1644	1
186	2418	1
186	2808	0
186	3034	0
186	256	0
186	12242	0
186	7406	0
186	878	0
186	5271	0
186	13544	0
186	8310	0
186	12815	0
186	10322	0
186	3494	0
186	3930	0
186	14941	0
186	6849	0
186	12856	0
186	10134	0
186	3462	0
186	2579	0
186	4737	0
186	13120	0
186	12306	0
186	13516	0
186	9062	0
186	6130	0
186	586	0
186	14356	0
186	14767	0
186	4045	0
186	13711	0
187	579	1
187	580	1
187	149	1
187	582	1
187	1800	0
187	12661	0
187	9617	0
187	9704	0
188	5	1
188	13412	0
189	2327	1
189	11984	0
190	591	1
190	2410	0
191	5	1
